-5.97 -0.60 0.00
-5.68 3.30 0.00
1.00 -12.26 2.00
-7.16 0.11 0.00
1.21 -10.86 2.00
1.33 -4.53 1.00
3.38 -11.16 2.00
1.67 -14.67 2.00
-0.86 -4.54 1.00
-0.84 -4.72 1.00
-6.67 2.98 0.00
0.16 -11.70 2.00
-7.31 1.77 0.00
-7.28 3.63 0.00
0.38 -13.52 2.00
-2.62 -4.84 1.00
3.06 -10.07 2.00
3.65 -8.49 2.00
-5.81 3.98 0.00
-2.80 -4.98 1.00
-1.14 -4.76 1.00
-5.94 -0.53 0.00
0.97 -8.58 2.00
-7.83 4.94 0.00
-6.24 2.74 0.00
1.41 -10.79 2.00
-0.14 -5.84 1.00
5.27 -14.51 2.00
-6.20 0.89 0.00
-7.35 3.06 0.00
4.75 -13.94 2.00
-8.33 1.11 0.00
1.17 -11.52 2.00
0.39 -12.20 2.00
-6.80 3.77 0.00
4.11 -15.56 2.00
-1.51 -12.27 2.00
1.87 -15.48 2.00
2.80 -6.65 2.00
-7.84 0.77 0.00
4.22 -16.48 2.00
4.22 -12.81 2.00
0.29 -4.58 1.00
-7.07 0.33 0.00
-0.43 -4.33 1.00
-5.28 -0.24 0.00
-6.66 0.90 0.00
3.81 -10.96 2.00
-0.60 -4.92 1.00
1.14 -10.82 2.00
0.81 -13.25 2.00
1.06 -15.29 2.00
1.54 -4.81 1.00
2.50 -11.57 2.00
-5.49 0.95 0.00
4.08 -13.55 2.00
-1.48 -5.45 1.00
1.60 -11.62 2.00
-5.82 3.44 0.00
2.51 -10.77 2.00
-6.99 -0.37 0.00
0.13 -8.93 2.00
3.39 -9.69 2.00
-0.06 -13.60 2.00
-7.50 4.19 0.00
-6.38 -2.36 0.00
-2.19 -12.39 2.00
1.69 -13.30 2.00
-7.82 4.22 0.00
2.18 -13.99 2.00
1.80 -12.81 2.00
-6.17 2.51 0.00
0.37 -12.81 2.00
-6.28 5.76 0.00
-0.14 -10.96 2.00
-7.36 0.76 0.00
-0.47 -10.98 2.00
1.55 -15.90 2.00
2.35 -11.49 2.00
2.10 -6.52 2.00
-5.65 2.83 0.00
-1.50 -4.97 1.00
-2.60 -5.08 1.00
-9.43 3.26 0.00
-1.02 -5.39 1.00
1.42 -16.47 2.00
-6.38 0.85 0.00
2.41 -13.99 2.00
2.05 -14.03 2.00
-0.82 -4.74 1.00
-7.63 -0.67 0.00
-6.67 -2.31 0.00
0.52 -13.10 2.00
-2.55 -9.91 2.00
1.56 -11.04 2.00
-5.58 2.85 0.00
0.89 -8.69 2.00
-6.19 5.77 0.00
0.12 -5.02 1.00
0.79 -11.82 2.00
-6.64 0.73 0.00
-5.98 3.70 0.00
0.93 -12.28 2.00
-1.80 -5.28 1.00
1.24 -14.70 2.00
-4.17 3.24 0.00
-6.68 2.36 0.00
2.57 -15.10 2.00
-6.99 1.00 0.00
-5.54 5.34 0.00
-7.13 3.70 0.00
-7.18 3.11 0.00
2.69 -12.52 2.00
3.91 -13.60 2.00
-5.91 -2.13 0.00
-7.76 -2.54 0.00
-6.21 -1.93 0.00
-8.64 -1.80 0.00
-0.16 -5.32 1.00
-6.60 1.22 0.00
-2.47 -4.79 1.00
-2.57 -8.78 2.00
-5.39 -1.14 0.00
0.09 -14.24 2.00
-7.12 2.29 0.00
-6.69 -0.54 0.00
4.48 -12.19 2.00
1.98 -11.06 2.00
-0.70 -4.39 1.00
-7.44 4.36 0.00
5.50 -9.61 2.00
2.99 -13.67 2.00
4.11 -11.84 2.00
3.25 -13.19 2.00
-7.01 1.06 0.00
-6.47 -3.62 0.00
-6.94 0.15 0.00
-6.90 0.82 0.00
0.84 -13.58 2.00
1.01 -12.58 2.00
2.78 -14.77 2.00
1.45 -12.10 2.00
2.76 -9.53 2.00
2.95 -10.39 2.00
-7.73 3.35 0.00
-7.28 0.02 0.00
1.53 -13.76 2.00
0.58 -12.65 2.00
-8.05 1.57 0.00
2.04 -8.71 2.00
-2.17 -5.09 1.00
1.28 -10.40 2.00
-8.06 0.05 0.00
-7.80 0.36 0.00
5.76 -14.25 2.00
-7.18 1.81 0.00
3.15 -12.19 2.00
-6.33 3.08 0.00
5.49 -12.64 2.00
-6.90 2.67 0.00
-6.86 -1.55 0.00
-0.67 -12.55 2.00
5.22 -10.12 2.00
0.88 -11.12 2.00
2.25 -12.72 2.00
2.07 -9.91 2.00
-5.90 3.22 0.00
4.40 -8.95 2.00
-0.45 -4.16 1.00
-1.13 -14.57 2.00
3.25 -11.79 2.00
-0.98 -5.08 1.00
-6.67 1.39 0.00
-7.33 3.54 0.00
-7.15 0.36 0.00
-0.69 -4.93 1.00
1.52 -9.30 2.00
4.34 -10.75 2.00
-1.03 -5.07 1.00
-6.37 2.76 0.00
-2.14 -5.26 1.00
1.53 -11.96 2.00
-1.11 -5.39 1.00
-1.25 -5.99 1.00
0.05 -4.88 1.00
0.00 -8.62 2.00
-6.12 -0.56 0.00
-6.21 0.37 0.00
-1.97 -4.83 1.00
3.84 -12.90 2.00
1.04 -9.64 2.00
3.63 -10.05 2.00
-9.06 0.02 0.00
-6.92 1.85 0.00
-0.36 -4.81 1.00
1.53 -11.15 2.00
0.16 -5.42 1.00
-7.27 2.20 0.00
2.68 -13.17 2.00
0.99 -13.62 2.00
-8.45 1.44 0.00
2.21 -9.87 2.00
0.91 -15.20 2.00
-7.38 0.04 0.00
-6.10 2.70 0.00
-7.89 0.55 0.00
-0.44 -9.69 2.00
-1.24 -5.25 1.00
1.96 -11.48 2.00
-7.14 -2.86 0.00
2.73 -9.28 2.00
-8.17 -2.67 0.00
2.89 -13.25 2.00
-0.83 -4.61 1.00
-0.34 -4.35 1.00
0.85 -8.08 2.00
-2.92 -5.50 1.00
-0.83 -4.69 1.00
-6.41 -1.09 0.00
-7.19 3.36 0.00
-2.48 -5.54 1.00
3.23 -9.89 2.00
-7.64 1.32 0.00
-0.23 -4.98 1.00
-8.40 2.49 0.00
-7.72 4.82 0.00
-0.89 -4.99 1.00
-0.57 -11.95 2.00
-2.06 -5.56 1.00
-7.45 2.27 0.00
-7.50 1.40 0.00
-7.05 0.32 0.00
-0.71 -11.57 2.00
-5.87 0.67 0.00
-6.41 -2.90 0.00
3.45 -12.52 2.00
-7.99 -1.02 0.00
5.34 -10.69 2.00
0.22 -10.27 2.00
4.41 -13.08 2.00
-0.31 -11.95 2.00
0.34 -15.88 2.00
-6.78 3.44 0.00
-0.38 -12.78 2.00
2.25 -11.02 2.00
-0.61 -4.99 1.00
-6.42 -0.66 0.00
2.66 -9.29 2.00
-0.60 -10.07 2.00
0.31 -5.10 1.00
-1.04 -5.05 1.00
2.12 -13.08 2.00
-6.16 4.98 0.00
0.60 -8.53 2.00
-1.14 -5.11 1.00
3.21 -9.49 2.00
3.57 -15.57 2.00
-1.03 -4.58 1.00
1.21 -11.15 2.00
4.45 -9.74 2.00
1.29 -4.66 1.00
-2.26 -4.98 1.00
-7.18 -1.54 0.00
-0.45 -14.44 2.00
-0.16 -8.54 2.00
-6.76 1.70 0.00
